1, [-128.17300415039063, -11.141900062561035, 1.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-131.75, -14.718999862670898, 76.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-116.0999984741211, 0.9305580258369446, 84.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-135.1820068359375, -18.151500701904297, 91.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2, [-135.64649963378906, -18.616000175476074, 45.5], [1.0, 1.0, 1.0], [0.32363033888395876, 0.32363499011989916, 31.70163345336914, 0.32363499011989916, 0.3236396414226874, 31.702089071273804, 31.70163345336914, 31.702089071273804, 3105.375]
1, [-118.86100006103516, -1.8300700187683105, 106.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-120.8290023803711, -3.7978498935699463, 119.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-131.64100646972656, -14.610400199890137, 145.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2, [-131.73550415039063, -14.70490026473999, 72.5], [1.0, 1.0, 1.0], [0.013394717476330698, 0.013395055426371982, 10.276622772216797, 0.013395055426371982, 0.01339539338493978, 10.27688205242157, 10.276622772216797, 10.27688205242157, 7884.375]
1, [-126.22899627685547, -9.197790145874023, 152.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-125.37899780273438, -8.347740173339844, 158.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1, [-133.8470001220703, -16.816299438476563, 186.0], [1.0, 1.0, 1.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2, [-107.90459823608398, 9.1261285841465, 103.5], [1.0, 1.0, 1.0], [100.74687759242806, 100.74897135663008, 239.71545696258545, 100.74897135663008, 100.75106516434559, 239.72043883055449, 239.71545696258545, 239.72043883055449, 570.375]
2, [-121.77450180053711, -4.743255019187927, 108.0], [1.0, 1.0, 1.0], [1.3409537303014076, 1.3408199971406702, 15.600740432739258, 1.3408199971406702, 1.3406862773171255, 15.599184572696686, 15.600740432739258, 15.599184572696686, 181.5]
3, [-110.37939961751302, 6.651269058386484, 84.0], [57.02567379612528, 57.028110528643765, 1014.0], [32.664756680123084, 32.66552412369973, 257.37934366862004, 32.66552412369973, 32.666291585307114, 257.3853906790415, 257.37934366862004, 257.3853906790415, 2028.0]
2, [-125.37749862670898, -8.346179962158203, 130.5], [1.0, 1.0, 1.0], [3.371293132659048e-6, 3.508546797093004e-6, -0.06184101104736328, 3.508546797093004e-6, 3.651388396974653e-6, -0.06435871124267578, -0.06184101104736328, -0.06435871124267578, 1134.375]
3, [-125.02499898274739, -7.993813355763753, 97.66666666666666], [0.2485134963385951, 0.2483260734431698, 2660.222222222222], [0.6626986612962401, 0.6624485509226449, -61.72660432038441, 0.6624485509226449, 0.6621985349436856, -61.70330796418363, -61.72660432038441, -61.70330796418363, 5749.481481481479]
